#label,#id,sentence_length,characters_per_word,syllables_per_word,text_length,noun_phrases_per_sent,tree_height,sub_clauses_per_sent,sents_with_verb_as_root,sents_with_nouns_as_root,POS_verbs,POS_aux_verbs,POS_nouns,POS_adjectives,POS_punctuations,POS_determiners,POS_pronouns,POS_conjunctions,POS_numerales,POS_adpositions,ttr,lexical_complexity_score,verbs_in_sentence,pronouns_per_sentence,articles_per_sentence,semantic_similarity_nouns,semantic_similarity_verbs,"semantic_similarity_adjectives
"
0.0,miniklexi_27,7.777778,4.514286,1.585714,140,2.555556,3.888889,0.277778,0.722222,0.055556,0.178571,0.021429,0.257143,0.007143,0.120253,0.15,0.1,0.05,0.2,0.107143,0.539568,8.327442,1.388889,0.777778,0.888889,0.230491,0.389532,"0.0
"

0.0,miniklexi_28,7.285714,4.75817,1.607843,153,2.095238,3.714286,0.142857,0.380952,0.047619,0.169935,0.065359,0.20915,0.058824,0.105263,0.124183,0.065359,0.03268,0.183007,0.098039,0.594771,7.968648,1.238095,0.47619,0.238095,0.226345,0.434011,"0.321958
"

0.0,miniklexi_29,7.0,4.967033,1.78022,91,2.384615,3.769231,0.153846,0.384615,0.076923,0.175824,0.054945,0.285714,0.054945,0.09901,0.065934,0.087912,0.076923,0.186813,0.087912,0.644444,8.743851,1.230769,0.615385,0.153846,0.277576,0.437644,"0.318481
"

0.0,miniklexi_30,6.466667,5.474227,1.886598,97,2.0,3.466667,0.066667,0.2,0.133333,0.134021,0.082474,0.216495,0.082474,0.101852,0.134021,0.010309,0.061856,0.226804,0.061856,0.677083,7.919026,0.866667,0.066667,0.666667,0.185921,0.35189,"0.226024
"

0.0,miniklexi_31,5.954545,5.137405,1.801527,131,1.681818,3.090909,0.045455,0.363636,0.045455,0.152672,0.068702,0.236641,0.068702,0.10274,0.122137,0.045802,0.022901,0.206107,0.083969,0.523077,7.297237,0.909091,0.272727,0.409091,0.247833,0.537431,"0.548896
"

0.0,miniklexi_32,6.923077,5.411111,2.0,90,2.230769,3.538462,0.076923,0.384615,0.0,0.211111,0.1,0.244444,0.088889,0.108911,0.1,0.1,0.022222,0.211111,0.055556,0.696629,8.342576,1.461538,0.692308,0.153846,0.315142,0.355815,"0.304198
"

0.0,miniklexi_33,6.526316,4.717742,1.709677,124,2.052632,3.631579,0.210526,0.368421,0.052632,0.145161,0.08871,0.322581,0.040323,0.120567,0.201613,0.032258,0.032258,0.201613,0.080645,0.634146,7.7841,0.947368,0.210526,0.736842,0.321221,0.402892,"0.46389
"

0.0,miniklexi_34,6.44,5.136646,1.869565,161,2.4,3.44,0.16,0.36,0.0,0.15528,0.080745,0.329193,0.012422,0.139037,0.136646,0.080745,0.037267,0.248447,0.099379,0.55625,8.49283,1.0,0.52,0.64,0.272281,0.434598,"0.297295
"

0.0,miniklexi_35,6.705882,4.964912,1.780702,114,2.176471,3.941176,0.058824,0.411765,0.176471,0.131579,0.052632,0.236842,0.070175,0.110236,0.131579,0.052632,0.035088,0.219298,0.087719,0.649123,7.1749,0.882353,0.352941,0.705882,0.185036,0.404682,"0.105611
"

0.0,miniklexi_36,7.714286,5.064815,1.768519,108,2.5,4.071429,0.0,0.285714,0.0,0.148148,0.074074,0.277778,0.046296,0.076923,0.157407,0.064815,0.046296,0.157407,0.148148,0.542056,7.286202,1.142857,0.5,0.142857,0.15991,0.481638,"0.486549
"

0.0,miniklexi_37,8.0,4.441176,1.558824,136,2.352941,3.823529,0.058824,0.588235,0.058824,0.132353,0.044118,0.257353,0.066176,0.087248,0.147059,0.080882,0.029412,0.169118,0.117647,0.614815,7.506052,1.058824,0.647059,0.588235,0.203729,0.253118,"0.33446
"

0.0,miniklexi_38,6.214286,5.390805,1.862069,87,2.0,3.428571,0.214286,0.428571,0.0,0.137931,0.068966,0.252874,0.08046,0.13,0.114943,0.103448,0.045977,0.218391,0.114943,0.674419,8.680138,0.857143,0.642857,0.214286,0.297164,0.456641,"0.211372
"

0.0,miniklexi_39,7.478261,4.680233,1.703488,172,2.304348,3.869565,0.217391,0.565217,0.086957,0.139535,0.046512,0.273256,0.069767,0.113402,0.186047,0.05814,0.052326,0.19186,0.116279,0.502924,8.133146,1.043478,0.434783,1.173913,0.272866,0.475798,"0.236588
"

0.0,miniklexi_40,7.416667,4.94382,1.730337,89,2.333333,3.916667,0.166667,0.416667,0.083333,0.123596,0.05618,0.213483,0.05618,0.11,0.179775,0.033708,0.044944,0.179775,0.067416,0.579545,7.725039,0.916667,0.25,0.75,0.224778,0.435664,"0.393539
"

0.0,miniklexi_41,6.333333,5.026316,1.815789,114,2.166667,3.5,0.0,0.333333,0.055556,0.149123,0.070175,0.22807,0.096491,0.095238,0.192982,0.070175,0.008772,0.184211,0.105263,0.557522,7.619233,0.944444,0.444444,0.666667,0.182828,0.401063,"0.22686
"

0.0,miniklexi_42,6.894737,4.908397,1.740458,131,2.105263,3.684211,0.105263,0.368421,0.157895,0.114504,0.045802,0.221374,0.083969,0.096552,0.152672,0.045802,0.022901,0.175573,0.114504,0.584615,8.20752,0.789474,0.315789,0.578947,0.159986,0.420263,"0.15506
"

0.0,miniklexi_43,7.263158,5.07971,1.65942,138,2.105263,3.789474,0.368421,0.473684,0.0,0.217391,0.065217,0.202899,0.028986,0.133758,0.137681,0.115942,0.043478,0.210145,0.072464,0.605839,7.66533,1.578947,0.842105,0.578947,0.142731,0.333681,"0.228384
"

0.0,miniklexi_44,6.846154,4.752809,1.707865,89,2.615385,3.384615,0.230769,0.538462,0.0,0.191011,0.05618,0.303371,0.033708,0.118812,0.123596,0.101124,0.033708,0.235955,0.078652,0.647727,8.425549,1.307692,0.692308,0.615385,0.209454,0.42222,"0.331219
"

0.0,miniklexi_45,6.4375,4.563107,1.660194,103,2.3125,3.5625,0.25,0.4375,0.125,0.174757,0.058252,0.291262,0.019417,0.134454,0.174757,0.07767,0.048544,0.252427,0.097087,0.617647,8.423751,1.125,0.5,0.6875,0.25467,0.395243,"0.135512
"

0.0,miniklexi_46,7.473684,4.753521,1.640845,142,2.315789,4,0.0,0.263158,0.105263,0.15493,0.091549,0.232394,0.049296,0.095541,0.15493,0.056338,0.035211,0.15493,0.098592,0.567376,8.129942,1.157895,0.421053,0.526316,0.280161,0.496785,"0.16851
"

0.0,miniklexi_47,7.294118,5.443548,1.927419,124,2.352941,4,0.117647,0.411765,0.058824,0.137097,0.064516,0.209677,0.08871,0.115108,0.145161,0.096774,0.032258,0.193548,0.080645,0.626016,7.783114,1.0,0.705882,0.529412,0.153418,0.423982,"0.281791
"

0.0,miniklexi_48,8.05,4.968944,1.689441,161,2.75,4.3,0.25,0.4,0.0,0.130435,0.062112,0.26087,0.068323,0.105556,0.111801,0.068323,0.055901,0.198758,0.124224,0.6,8.23021,1.05,0.55,0.55,0.14766,0.462425,"0.274681
"

0.0,miniklexi_49,6.176471,4.92381,1.790476,105,2.235294,3.647059,0.176471,0.294118,0.117647,0.2,0.085714,0.257143,0.028571,0.125,0.066667,0.133333,0.057143,0.209524,0.057143,0.682692,7.578823,1.235294,0.823529,0.058824,0.148357,0.406746,"0.505682
"

0.0,miniklexi_50,10.0,5.8,1.953846,130,3.153846,4.384615,0.307692,0.615385,0.0,0.130769,0.038462,0.230769,0.076923,0.103448,0.192308,0.046154,0.030769,0.169231,0.138462,0.596899,7.641228,1.307692,0.461538,1.0,0.270363,0.419439,"0.199614
"

0.0,miniklexi_51,8.538462,6.162162,2.09009,111,3.230769,4,0.461538,0.307692,0.0,0.153153,0.054054,0.243243,0.045045,0.112,0.207207,0.063063,0.027027,0.189189,0.081081,0.540541,7.984016,1.307692,0.538462,1.384615,0.346031,0.36819,"0.083402
"

0.0,miniklexi_52,7.421053,4.624113,1.624113,141,2.157895,3.947368,0.0,0.315789,0.052632,0.12766,0.06383,0.241135,0.056738,0.084416,0.177305,0.049645,0.028369,0.156028,0.106383,0.557143,7.973661,0.947368,0.368421,0.421053,0.216806,0.365083,"0.363603
"

0.0,miniklexi_53,7.764706,5.575758,1.916667,132,2.705882,4.117647,0.176471,0.529412,0.117647,0.121212,0.05303,0.30303,0.037879,0.102041,0.19697,0.068182,0.022727,0.189394,0.090909,0.580153,7.115573,0.941176,0.529412,0.823529,0.274784,0.448719,"0.150957
"

0.0,miniklexi_54,7.608696,4.977143,1.765714,175,2.652174,3.826087,0.217391,0.521739,0.043478,0.16,0.057143,0.251429,0.051429,0.107143,0.085714,0.114286,0.034286,0.188571,0.114286,0.534483,8.162311,1.217391,0.869565,0.304348,0.236701,0.418694,"0.552412
"

0.0,miniklexi_55,6.464286,5.077348,1.889503,181,1.964286,3.535714,0.107143,0.392857,0.035714,0.165746,0.077348,0.209945,0.093923,0.117073,0.138122,0.071823,0.022099,0.198895,0.077348,0.605556,7.943564,1.071429,0.464286,0.571429,0.172306,0.446795,"0.286022
"

0.0,miniklexi_56,6.8,4.639706,1.639706,136,2.1,3.75,0.15,0.4,0.1,0.147059,0.058824,0.242647,0.066176,0.10596,0.139706,0.080882,0.014706,0.205882,0.095588,0.62963,7.982878,1.0,0.55,0.55,0.174018,0.426793,"0.18298
"

0.0,miniklexi_57,6.117647,5.490385,1.990385,104,1.941176,3.529412,0.117647,0.411765,0.0,0.201923,0.076923,0.269231,0.019231,0.111111,0.144231,0.067308,0.028846,0.269231,0.057692,0.650485,7.640145,1.235294,0.411765,0.294118,0.226383,0.386948,"0.42905
"

0.0,miniklexi_58,6.785714,5.189474,1.842105,95,1.857143,3.5,0.071429,0.214286,0.071429,0.168421,0.094737,0.284211,0.063158,0.103774,0.147368,0.031579,0.031579,0.178947,0.115789,0.595745,7.926549,1.142857,0.214286,0.428571,0.23959,0.496638,"0.299186
"

0.0,miniklexi_59,6.555556,4.618644,1.601695,118,1.944444,3.777778,0.111111,0.388889,0.111111,0.152542,0.067797,0.254237,0.076271,0.112782,0.169492,0.059322,0.025424,0.20339,0.110169,0.632479,8.338953,1.0,0.388889,0.722222,0.310838,0.422905,"0.267762
"

0.0,miniklexi_60,7.4,4.495495,1.513514,111,2.533333,3.933333,0.066667,0.2,0.133333,0.162162,0.081081,0.288288,0.045045,0.097561,0.126126,0.036036,0.036036,0.171171,0.144144,0.572727,7.56082,1.2,0.266667,0.666667,0.281527,0.34214,"0.188451
"

0.0,miniklexi_61,6.526316,5.016129,1.83871,124,2.105263,3.789474,0.105263,0.315789,0.105263,0.177419,0.080645,0.25,0.08871,0.107914,0.096774,0.104839,0.024194,0.193548,0.096774,0.593496,8.201483,1.157895,0.684211,0.315789,0.241133,0.485775,"0.263156
"

0.0,miniklexi_62,7.0,5.233333,1.938095,210,2.066667,3.666667,0.166667,0.4,0.1,0.161905,0.061905,0.22381,0.1,0.121849,0.080952,0.109524,0.02381,0.204762,0.128571,0.574163,8.119399,1.133333,0.766667,0.466667,0.182881,0.449044,"0.216717
"

0.0,miniklexi_63,9.5,5.251462,1.830409,171,3.055556,3.888889,0.444444,0.666667,0.0,0.181287,0.064327,0.222222,0.052632,0.1,0.152047,0.111111,0.046784,0.169591,0.099415,0.520468,7.759544,1.722222,1.055556,0.833333,0.305283,0.467358,"0.397306
"

0.0,miniklexi_64,5.875,4.861702,1.904255,94,1.625,3.125,0.125,0.375,0.0625,0.180851,0.053191,0.234043,0.0,0.145455,0.148936,0.085106,0.031915,0.37234,0.042553,0.602151,7.405541,1.0625,0.5,0.5,0.138327,0.464737,"0.0
"

0.0,miniklexi_65,7.318182,4.944099,1.73913,161,2.545455,3.818182,0.090909,0.363636,0.090909,0.111801,0.055901,0.198758,0.062112,0.095506,0.149068,0.062112,0.024845,0.192547,0.149068,0.5375,7.906082,0.818182,0.454545,0.909091,0.185207,0.454095,"0.202341
"

0.0,miniklexi_66,6.818182,4.4,1.52,75,1.727273,3.363636,0.0,0.727273,0.0,0.12,0.013333,0.226667,0.04,0.074074,0.146667,0.106667,0.013333,0.173333,0.133333,0.540541,6.986503,0.818182,0.727273,0.181818,0.279831,0.529937,"0.63255
"

0.0,miniklexi_67,5.653846,4.979592,1.666667,147,1.769231,3.230769,0.038462,0.538462,0.0,0.210884,0.061224,0.22449,0.054422,0.125749,0.115646,0.122449,0.054422,0.204082,0.047619,0.609589,8.20692,1.192308,0.692308,0.307692,0.22599,0.325271,"0.121146
"

0.0,miniklexi_68,6.9,5.094203,1.811594,138,2.4,3.95,0.25,0.5,0.15,0.173913,0.043478,0.297101,0.065217,0.121019,0.094203,0.07971,0.072464,0.202899,0.101449,0.569343,8.136791,1.2,0.55,0.1,0.249179,0.426711,"0.180722
"

0.0,miniklexi_69,7.136364,5.305732,1.789809,157,2.454545,3.863636,0.045455,0.227273,0.0,0.159236,0.082803,0.235669,0.057325,0.092486,0.159236,0.050955,0.025478,0.165605,0.101911,0.576923,7.902169,1.136364,0.363636,0.772727,0.20717,0.334665,"0.205283
"

0.0,miniklexi_70,8.0,4.729167,1.609375,192,2.666667,3.958333,0.125,0.416667,0.083333,0.130208,0.0625,0.213542,0.052083,0.09434,0.1875,0.067708,0.010417,0.171875,0.104167,0.539267,7.463937,1.041667,0.541667,1.0,0.179573,0.4177,"0.364733
"

0.0,miniklexi_71,7.6,4.822368,1.631579,152,2.8,3.75,0.2,0.35,0.05,0.138158,0.072368,0.315789,0.065789,0.105882,0.144737,0.072368,0.032895,0.177632,0.131579,0.559211,8.615324,1.05,0.55,0.75,0.179859,0.438292,"0.254629
"

0.0,miniklexi_72,6.652174,5.196078,1.901961,153,2.391304,3.826087,0.26087,0.391304,0.086957,0.163399,0.071895,0.267974,0.052288,0.125714,0.130719,0.104575,0.019608,0.215686,0.117647,0.638158,8.138848,1.086957,0.695652,0.478261,0.147756,0.377499,"0.273346
"

0.0,miniklexi_73,8.52381,4.960894,1.748603,179,2.285714,4.190476,0.142857,0.190476,0.0,0.167598,0.106145,0.223464,0.078212,0.096447,0.134078,0.055866,0.011173,0.173184,0.089385,0.610169,7.640596,1.428571,0.47619,0.952381,0.161491,0.425725,"0.2742
"

0.0,miniklexi_74,6.545455,4.513889,1.513889,72,2.181818,3.181818,0.0,0.181818,0.090909,0.138889,0.083333,0.236111,0.083333,0.076923,0.152778,0.111111,0.027778,0.194444,0.097222,0.661972,8.426393,0.909091,0.727273,0.363636,0.172213,0.539252,"0.296175
"

0.0,miniklexi_75,10.2,5.366013,1.810458,153,3.266667,4.266667,0.666667,0.666667,0.0,0.137255,0.039216,0.27451,0.091503,0.125714,0.091503,0.058824,0.071895,0.189542,0.124183,0.598684,8.607163,1.4,0.6,0.4,0.251203,0.487883,"0.332373
"

0.0,miniklexi_76,8.206897,4.966387,1.798319,238,2.448276,3.965517,0.137931,0.344828,0.103448,0.138655,0.071429,0.247899,0.058824,0.098485,0.130252,0.058824,0.037815,0.180672,0.105042,0.540084,7.899707,1.137931,0.482759,0.62069,0.191496,0.285309,"0.302571
"

0.0,miniklexi_77,7.631579,4.544828,1.627586,145,2.315789,3.894737,0.315789,0.421053,0.052632,0.186207,0.062069,0.2,0.103448,0.121212,0.082759,0.110345,0.068966,0.2,0.075862,0.555556,8.403281,1.421053,0.842105,0.315789,0.28098,0.474254,"0.189885
"

0.0,miniklexi_78,7.869565,4.944751,1.762431,181,2.391304,4.043478,0.0,0.478261,0.043478,0.116022,0.049724,0.237569,0.060773,0.090452,0.18232,0.066298,0.016575,0.165746,0.160221,0.533333,7.43704,0.913043,0.521739,1.086957,0.23023,0.515924,"0.290157
"

0.0,miniklexi_79,9.818182,4.768519,1.685185,108,3.090909,4.454545,0.0,0.454545,0.090909,0.101852,0.037037,0.203704,0.046296,0.068966,0.166667,0.027778,0.037037,0.12037,0.175926,0.691589,7.746643,1.0,0.272727,0.818182,0.235687,0.512593,"0.235638
"

0.0,miniklexi_80,6.571429,5.195652,1.782609,92,1.928571,3.642857,0.0,0.571429,0.0,0.184783,0.043478,0.206522,0.043478,0.098039,0.108696,0.119565,0.01087,0.195652,0.086957,0.714286,7.644441,1.214286,0.785714,0.357143,0.134172,0.423328,"0.309279
"

0.0,miniklexi_81,9.142857,5.867188,2.070312,128,3.142857,3.928571,0.285714,0.357143,0.071429,0.117188,0.0625,0.148438,0.078125,0.111111,0.09375,0.039062,0.046875,0.195312,0.125,0.535433,7.669495,1.071429,0.357143,0.571429,0.211118,0.513302,"0.354259
"

0.0,miniklexi_82,7.166667,5.100775,1.813953,129,2.277778,3.277778,0.055556,0.333333,0.166667,0.124031,0.054264,0.248062,0.069767,0.078571,0.124031,0.054264,0.054264,0.170543,0.116279,0.664062,8.113194,0.888889,0.388889,0.444444,0.184335,0.341144,"0.221361
"

0.0,miniklexi_83,7.176471,5.0,1.786885,122,1.882353,3.764706,0.117647,0.529412,0.0,0.188525,0.057377,0.204918,0.040984,0.089552,0.163934,0.057377,0.04918,0.204918,0.114754,0.644628,8.611408,1.352941,0.411765,0.647059,0.21993,0.441969,"0.129655
"

0.0,miniklexi_84,7.315789,4.870504,1.683453,139,2.368421,3.578947,0.105263,0.421053,0.0,0.165468,0.064748,0.201439,0.079137,0.103226,0.064748,0.129496,0.035971,0.165468,0.129496,0.644928,8.159271,1.210526,0.947368,0.368421,0.246861,0.322762,"0.316362
"

0.0,miniklexi_85,6.210526,4.949153,1.762712,118,2.052632,3.421053,0.157895,0.578947,0.052632,0.177966,0.033898,0.237288,0.025424,0.112782,0.118644,0.101695,0.050847,0.220339,0.076271,0.692308,7.9734,1.105263,0.631579,0.368421,0.124656,0.405659,"0.229539
"

0.0,miniklexi_86,6.833333,4.609756,1.670732,82,2.416667,3.583333,0.25,0.333333,0.083333,0.134146,0.060976,0.304878,0.0,0.108696,0.109756,0.097561,0.060976,0.219512,0.109756,0.679012,7.645761,0.916667,0.666667,0.416667,0.203119,0.52627,"0.0
"

0.0,miniklexi_87,7.888889,4.901408,1.823944,142,2.555556,4.222222,0.277778,0.388889,0.111111,0.140845,0.06338,0.330986,0.06338,0.123457,0.091549,0.021127,0.070423,0.225352,0.091549,0.609929,8.232041,1.111111,0.166667,0.444444,0.178613,0.413757,"0.326098
"

0.0,miniklexi_88,9.111111,5.329268,1.865854,164,2.666667,4.166667,0.111111,0.388889,0.0,0.152439,0.067073,0.237805,0.054878,0.089888,0.176829,0.060976,0.030488,0.164634,0.103659,0.582822,7.468284,1.388889,0.555556,0.555556,0.189503,0.518398,"0.342809
"

0.0,miniklexi_89,6.892857,4.740933,1.683938,193,2.25,3.892857,0.071429,0.464286,0.035714,0.160622,0.067358,0.243523,0.098446,0.110599,0.129534,0.082902,0.036269,0.196891,0.098446,0.611399,8.209105,1.107143,0.571429,0.321429,0.146586,0.392697,"0.28357
"

0.0,miniklexi_90,8.8125,4.595745,1.801418,141,3.125,4.4375,0.625,0.4375,0.0625,0.120567,0.056738,0.198582,0.028369,0.134969,0.148936,0.085106,0.035461,0.304965,0.106383,0.571429,7.097564,1.0625,0.75,0.75,0.196705,0.584527,"0.230923
"

0.0,miniklexi_91,7.25,5.362069,1.922414,116,2.4375,3.8125,0.125,0.1875,0.0,0.189655,0.094828,0.215517,0.077586,0.107692,0.163793,0.068966,0.017241,0.163793,0.112069,0.573913,7.418825,1.375,0.5,0.6875,0.268337,0.457086,"0.157398
"

0.0,miniklexi_92,8.294118,4.77305,1.801418,141,2.705882,4.294118,0.235294,0.529412,0.058824,0.12766,0.042553,0.262411,0.085106,0.101911,0.141844,0.056738,0.028369,0.205674,0.120567,0.635714,8.146709,1.058824,0.470588,0.411765,0.202107,0.418469,"0.34992
"

